id,NN
0,0.4317842125892639
4,0.5550830960273743
9,0.30516648292541504
22,0.8961058259010315
23,0.6216475963592529
31,0.44140326976776123
34,0.7039370536804199
37,0.05537892505526543
38,0.20567716658115387
42,0.7717427015304565
43,0.7874577641487122
43,0.6808242201805115
43,0.7827616333961487
43,0.7140858769416809
43,0.6670787930488586
55,0.1148204579949379
59,0.14246231317520142
72,0.333749920129776
72,0.21678906679153442
72,0.29759925603866577
72,0.2956433594226837
72,0.6899517178535461
73,0.88753342628479
74,0.05631932243704796
78,0.2447320818901062
78,0.44019657373428345
79,0.518150806427002
84,0.221243754029274
84,0.26283028721809387
89,0.06721137464046478
91,0.036880556493997574
91,0.01681136153638363
92,0.23561877012252808
92,0.38365545868873596
96,0.074543096125125885
97,0.01764427311718464
100,0.14032508432865143
106,0.23258982598781586
106,0.2670677602291107
106,0.39421358704566956
118,0.10698947310447693
118,0.1904909759759903
118,0.12388847023248672
125,0.08919411152601242
127,0.22542670369148254
129,0.042825449258089066
130,0.09709198772907257
130,0.043591246008872986
130,0.08269479125738144
133,0.04358743876218796
133,0.04281890392303467
135,0.020263658836483955
136,0.14146853983402252
136,0.20256900787353516
139,0.09496840834617615
139,0.12200424820184708
139,0.15652388334274292
141,0.24697861075401306
144,0.8496745228767395
144,0.8626965880393982
144,0.8484484553337097
144,0.7396936416625977
144,0.7129120826721191
145,0.08162873238325119
145,0.04365900531411171
151,0.03495560586452484
153,0.018851276487112045
153,0.02117561176419258
153,0.020673824474215508
157,0.3553905189037323
157,0.28126418590545654
161,0.05426729843020439
163,0.659854531288147
163,0.8885585069656372
164,0.05484834685921669
170,0.0513392835855484
170,0.02248282916843891
174,0.703862190246582
174,0.6789203882217407
175,0.015084200538694859
175,0.13411830365657806
178,0.041980013251304626
178,0.09338793158531189
179,0.0403747595846653
179,0.24048838019371033
200,0.06205590441823006
200,0.02773294597864151
201,0.9938480257987976
206,0.1735992729663849
208,0.9246585965156555
209,0.022389154881238937
211,0.05767369270324707
211,0.10506715625524521
218,0.09818679094314575
220,0.8279801607131958
222,0.7767274379730225
226,0.21097619831562042
226,0.1857014298439026
226,0.2745899558067322
227,0.13137967884540558
229,0.12378014624118805
229,0.15243998169898987
229,0.42727896571159363
229,0.11868150532245636
229,0.5266029238700867
232,0.02349957451224327
232,0.10640327632427216
234,0.6076281666755676
234,0.5703036785125732
234,0.6907103657722473
234,0.5790933966636658
234,0.7564308047294617
235,0.15264293551445007
238,0.43628373742103577
238,0.6341213583946228
238,0.7475133538246155
241,0.09477397799491882
246,0.8386197686195374
246,0.7630377411842346
246,0.7834191918373108
247,0.1258077472448349
247,0.13278333842754364
250,0.8470543622970581
250,0.45606496930122375
250,0.8800820708274841
251,0.04596920683979988
251,0.03987973555922508
251,0.04596550762653351
252,0.11202655732631683
257,0.27093589305877686
258,0.10766515135765076
259,0.09838716685771942
260,0.2074110358953476
260,0.8693179488182068
261,0.6580278873443604
261,0.6926752924919128
262,0.9627963900566101
262,0.9517723917961121
262,0.40905144810676575
264,0.9768079519271851
264,0.6158599257469177
270,0.2391771376132965
271,0.17170226573944092
272,0.0834556370973587
276,0.07509914040565491
290,0.1904681771993637
291,0.026563864201307297
292,0.9842102527618408
294,0.05357103794813156
298,0.8180086016654968
298,0.8313016295433044
298,0.8587618470191956
302,0.2478790283203125
304,0.9758616089820862
306,0.6673179268836975
307,0.5888952016830444
310,0.09325138479471207
310,0.07860961556434631
310,0.09356444329023361
311,0.05491391196846962
318,0.7258105278015137
328,0.08504001796245575
330,0.5521684288978577
333,0.14456039667129517
335,0.19710060954093933
335,0.1342722773551941
335,0.5705265998840332
337,0.9161319732666016
340,0.06442161649465561
341,0.8753336668014526
341,0.8995872735977173
341,0.32629552483558655
342,0.7033671140670776
342,0.7829281091690063
348,0.457336962223053
349,0.31925392150878906
355,0.6867954730987549
359,0.990097165107727
368,0.020238859578967094
368,0.030517878010869026
372,0.10665449500083923
372,0.11052664369344711
373,0.03157755360007286
377,0.3756619393825531
379,0.361766517162323
380,0.05540202558040619
380,0.04074094071984291
384,0.6786919236183167
385,0.11572706699371338
385,0.14093135297298431
385,0.11768495291471481
390,0.11081433296203613
390,0.15974964201450348
391,0.08281572163105011
395,0.9184914231300354
395,0.3450273275375366
396,0.9018303155899048
399,0.44711029529571533
402,0.06255559623241425
403,0.03521602973341942
403,0.14464889466762543
403,0.14361457526683807
406,0.564991295337677
409,0.09629438817501068
409,0.05236498638987541
409,0.09631026536226273
413,0.214281365275383
413,0.1980900913476944
413,0.2515356242656708
414,0.27707985043525696
415,0.15532559156417847
